,text,favorite_count,retweet_count,created_at,Target
219,"RT @ComisionEuropea: La invasiÃ³n de Ucrania afecta a la seguridad alimentaria mundial.

No es un riesgo en la UE hoy en dÃ­a, pero sÃ­ afectaâ€¦",0,27,2022-04-20 07:00:40+00:00,0
220,"EU measures to bolster crop production will allow farmers to increase sowing areas for maize, sunflowers &amp; protein crops.

As a result, the 2022 harvest for cereals &amp; oilseeds could be very strong if normal weather conditions prevail. #FoodSecurity
âž¡ï¸ https://t.co/BZwYVlPV1N",5,4,2022-04-20 06:52:36+00:00,2
221,"The Russian invasion of Ukraine is affecting food prices across the world.

The EU is acting to:

ðŸ‡ªðŸ‡º support EU farmers &amp; consumers,

ðŸ‡ºðŸ‡¦ make sure Ukrainians have enough food,

ðŸŒ help food-importing countries that face potential shortages.
#EUSolidarity #FoodSecurity",59,33,2022-04-20 06:30:00+00:00,2
222,"Calling all local authorities promoting #organic food!

Apply now to #EUOrganic AwardsðŸ†

ðŸŒ± Best Organic City

ðŸŒ± Best Organic Region

ðŸŒ± Best organic #BioDistrict

Info in all EU languages: https://t.co/krQLhK3eJi https://t.co/qS8rOJqBlf",34,20,2022-04-19 15:18:58+00:00,0
223,"RT @EUGreenCapital: ðŸ†The #EUOrganicAwards reward the best, most innovative actors in organic agriculture &amp; farming

Have you developed a suâ€¦",0,10,2022-04-19 10:09:38+00:00,2
224,"RT @OECDagriculture: Why do some farmers distrust digital technologies?

1âƒ£ Data privacy and data sharing concerns
2âƒ£ Misaligned incentivesâ€¦",0,15,2022-04-19 10:06:25+00:00,0
225,"RT @ENRD_CP: ðŸŽ¥Discover @NEFERTITI_EU's farm demo projects video library

By means of peer-to-peer networking they aim to boost innovation &amp;â€¦",0,7,2022-04-19 07:57:07+00:00,2
226,"RT @EP_Agriculture: Connect to AGRI Committee tomorrow and on Thursday to follow:
ðŸ”¹Ukraine crisis on fertilizers prices
ðŸ”¹The crisis reserveâ€¦",0,9,2022-04-19 07:25:17+00:00,0
227,"Life on earth depends on soil ðŸŒ

ðŸŒ¾ soil provides food 
ðŸ’§ soil cleans water
ðŸŒ¦ï¸ soil captures carbon
ðŸ› soil hosts biodiversity
â™»ï¸ soil recycles nutrients

We need to protect and restore this precious resource ðŸŒ± #MissionSoil https://t.co/cBhZyNXAHj",151,53,2022-04-18 07:00:00+00:00,0
228,"See that stamp on your eggs?

It's the EU egg code:

ðŸ³ Number indicating the production method
ðŸ¬ organic
ðŸ­ free range
ðŸ® deep litter
ðŸ¯ cage farming

ðŸ³ Two-letter code for the country of origin
Here, AT=Austria

ðŸ³ Registration number of the producer https://t.co/XKV14t6S3t",34,12,2022-04-17 07:00:01+00:00,2
229,0,9,6,2022-04-17 07:00:01+00:00,0
230,"Rural areas are home to 30% of EU population.

They need good internet connectivity to work, access services, and have a quality of life comparable to people living in cities.

#RuralBroadband is an essential part of the #RuralVisionEU ðŸ‘‡ 
@connectivityEU https://t.co/y1L3ewJ9j8",39,22,2022-04-16 07:00:01+00:00,2
231,"What's the best #organic shop in the EU?

ðŸ›’ All food retailers selling organic products are invited to apply to the #EUOrganic awards.

Info in all EU languages:  https://t.co/sjmaq86fnM

@EU_EESC @EuroCommerce https://t.co/fRFDWwLtRp",5,7,2022-04-15 12:00:00+00:00,0
232,"What's the best SME processing #organic food?

From bakeries to wineries, from cheesemakers to olive oil mills, we are looking for small businesses using organic ingredients for the #EUOrganic Awards.

Info in all EU languages: https://t.co/sjmaq86fnM

@Eurochambres @EU_EESC https://t.co/E2uo5AkQEN",7,8,2022-04-15 07:00:00+00:00,0
233,"Who's the best #organic farmer in the EU?

The most innovative &amp; sustainable will win the #EUOrganic Awards ðŸ†

ðŸ“† Applications open until 8 June.

â†“ Information in all EU languages â†“
https://t.co/SgEcOQyzpa

@COPACOGECA @OrganicsEurope @_CEJA_  @AIABfederale @SEAE_Agroecolog https://t.co/4zqzZuyckj",32,27,2022-04-14 12:00:00+00:00,0
234,"We're looking for a good #organic restaurant.

Any recommendations?

ðŸ† #EUOrganic Awards
ðŸ‘¨â€ðŸ³ Category: best restaurant
ðŸ“† Applications open until June 8

Info in all EU languages: https://t.co/sjmaq7OEwe

@HOTREC_EUROPE @RAI_ie @KHN @CEHEhosteleria @EU_EESC https://t.co/qb03YWxJqn",16,10,2022-04-14 07:00:00+00:00,0
235,"RT @EUAgri: ðŸŽ§ Listen to farmers and agriculture experts from all over the EU on Food for Europe!

A podcast exploring agricultural policy,â€¦",0,13,2022-04-13 08:52:18+00:00,0
236,"RT @EU_ENV: 2ï¸âƒ£ weeks left to vote for the #Natura2000Awards 

21 finalist projects, only 1 can become the winner of the #Natura2000 Citizeâ€¦",0,42,2022-04-13 08:51:26+00:00,0
237,"RT @AfricaIPR: This recognition comes at the end of a 17-month application process, during which #AfrIPI, in cooperation with @OAPI_TWIT, sâ€¦",0,6,2022-04-12 16:32:14+00:00,0
238,RT @avalkenburg: Penja Pepper: do I dare try? Congratulations again to Cameroon and its producers. @FAOCameroun @eudeleg_rome,0,3,2022-04-12 16:32:07+00:00,0
239,"ðŸŽ§ Listen to farmers and agriculture experts from all over the EU on Food for Europe!

A podcast exploring agricultural policy, food security, environment, trade, digital farming, organic food and more ðŸ‘©ðŸ»â€ðŸŒ¾ðŸ‘¨ðŸ½â€ðŸŒ¾

Available on all podcast platforms. #Food4EU",24,13,2022-04-12 16:20:24+00:00,0
240,"@Paco_Cylinder @connectivityEU @fercfossati @irenenonay @mc_lxpez @ecogallego Hi @Paco_Cylinder, there are many rural development projects co-funded by the EU in Spain. You can find some past projects here: https://t.co/jxVX6qoCjx
Or ask @redespanola if y",3,0,2022-04-12 15:10:52+00:00,0
241,"RT @DelegationUE: Les habitants de la rÃ©gion de Wasseiges  cartographient le rÃ©seau Ã©cologique local grÃ¢ce Ã  https://t.co/4TujuuTV5L , un oâ€¦",0,2,2022-04-12 14:10:44+00:00,0
242,"RT @cpsavesoil: Maciej Golubiewski @MGolubiewskiPL (Head of Cabinet of @EUAgri Commissioner) supports the #SaveSoil Movement 
Action Now: hâ€¦",0,831,2022-04-12 13:45:00+00:00,0
243,RT @maria_gafo: Including a number of proposals for EuropeÂ´s #rural areas ðŸŒ„ðŸŒ¿ðŸ‘©â€ðŸŒ¾#RuralVisionEU,0,5,2022-04-12 08:40:39+00:00,
244,"ðŸ‡ªðŸ‡ºðŸ‡§ðŸ‡ª People in the Wasseiges area of Belgium are mapping the local ecological network thanks to https://t.co/Xbse9tk8gR, an open source tool developed with EU funding ðŸŒ± #RuralBroadband @connectivityEU https://t.co/khLs886buG",18,7,2022-04-11 17:13:15+00:00,0
245,"RT @EU_Commission: The 6th plenary session of the Conference on the Future of Europe took place on 8-9 April in Strasbourg. 

Europeans camâ€¦",0,87,2022-04-11 11:30:26+00:00,0
246,"RT @EU_ENV: By 2030, we want to plant an additional #3BillionTrees across ðŸ‡ªðŸ‡º - and you can help us get there!

We will soon open our MapMyTâ€¦",0,91,2022-04-11 09:21:50+00:00,2
247,"RT @EU_Commission: Now is time for solidarity, generosity and courage.

Now is time to #StandUpForUkraine.

Our pledge event â†“ 
https://t.câ€¦",0,178,2022-04-09 14:06:36+00:00,2
248,"RT @EIPAGRI_SP: ðŸ’¡ Inspiration!
ðŸŒŽ Spain
 ðŸŒ±Sustainable management practices for #soilhealth

Case study #Spain from @SoildiverAgro increasingâ€¦",0,8,2022-04-08 07:47:31+00:00,2
249,"RT @Food_EU: #JustPublished: 

EU consumers growingly expressed their wish to be better informed on the animal farming conditions 

âž¡ We'veâ€¦",0,22,2022-04-08 07:06:23+00:00,2
250,"'Penja Pepper' is grown on the hilly reliefs of Mount KoupÃ©, in the Littoral region of Cameroon, according to well-established know-how. 

Learn more about it: https://t.co/rw4uaFr85K https://t.co/IUTdxK4WOe",6,0,2022-04-07 15:43:03+00:00,0
251,"ðŸ‡¨ðŸ‡²ðŸ‡ªðŸ‡º The ambassador of Cameroon to the EU received the official certificate for Penja Pepper, the first Cameroonian Geographical Indication registered in the EU, by @EUAgri Director general Wolfgang Burtscher.

@EU_IPO @AfricaIPR @OAPI_TWIT @UEauCameroun https://t.co/H6AI9Owm7w",36,10,2022-04-07 15:41:57+00:00,2
252,"RT @aag_press: #AGRIFISH ministers are about to discuss the @EU_Commission #foodsecurity communication.
 
Follow the ðŸŽ¥ discussion here 
 
hâ€¦",0,6,2022-04-07 13:20:03+00:00,0
253,RT @ficompass: ðŸ”ŠClear your calendar for 17 May! ðŸ“…Join us in bustling #Brussels for the 'Access to finance for #smallerfarms in the #EU' conâ€¦,0,3,2022-04-06 14:01:33+00:00,0
254,RT @gerardofortuna: Interessante dibattito per noi agri-nerd (e non solo) nell'ambito del @journalismfest organizzato dalla @reterurale conâ€¦,0,3,2022-04-06 13:55:57+00:00,0
255,"RT @jwojc: Tomorrow I'll be attending #AGRIFISH meeting in Luxembourg to discuss a number of important matters, including:
âž¡ï¸recent communiâ€¦",0,5,2022-04-06 12:08:40+00:00,2
256,"RT @Food_EU: How can the
ðŸ‡ªðŸ‡º make its
ðŸ food systems
more sustainable?

By supporting farmers like Kevin â¬‡ðŸ“º

When setting ambitious, measuraâ€¦",0,9,2022-04-06 09:01:35+00:00,2
257,"RT @EUAgri: The Russian invasion of Ukraine has significantly disturbed global agri-food, energy &amp; fertiliser markets.

While the EU is larâ€¦",0,18,2022-04-06 08:33:32+00:00,2
258,"RT @EU_ENV: You have 3ï¸âƒ£ weeks left to vote for the #Natura2000Awards

21 finalists from 13 countries, working day after day #ForNature
ðŸ‡¦ðŸ‡¹â€¦",0,47,2022-04-06 08:32:45+00:00,0
259,"The EU Commission signed a new contract for the European Broadband Competence Office Support Facility.

The Support Facility will help #RuralBroadband rollout in Europe's rural &amp; remote areas, by providing technical assistance to enhance public &amp; private investments. https://t.co/fdptnbVSPs",16,8,2022-04-06 08:30:49+00:00,2
260,"RT @ruralinterfaces: As part of the #RuralVisionEUðŸŒ„to create stronger, connected, prosperous &amp; resilient #ruralareas by 2040, the @EU_Commiâ€¦",0,10,2022-04-06 08:17:15+00:00,2
261,"RT @vonderleyen: Russia is waging a cruel, ruthless war, also against Ukraineâ€™s civilian population.

We need to sustain utmost pressure atâ€¦",0,4316,2022-04-05 15:14:53+00:00,2
262,RT @glandheer: Zeker in deze tijd moet je â€˜Agrioutlook reportâ€™ van de EC lezen.,0,1,2022-04-05 15:10:46+00:00,0
263,"RT @EU_ENV: Our ðŸ†• EU rules on industrial emissions will help:

ðŸ’¡ promote innovation
ðŸ„ðŸ­ cut emissions &amp; boost decarbonisation
ðŸŒ foster greenâ€¦",0,32,2022-04-05 15:07:38+00:00,2
264,"RT @InstitutAgrico: ðŸ‡ªðŸ‡º Tendencias producciÃ³n y precios agroalimentarios UE  #AgriOutlook
ðŸ”¹Aumento en precios de porcino, disminuciÃ³n en proâ€¦",0,1,2022-04-05 15:07:30+00:00,0
265,"RT @EDA_Dairy: In the midst of high inflation concerns and potential energy disruptions derived from the Russiaâ€™s war in Ukraine, the EU daâ€¦",0,3,2022-04-05 14:02:49+00:00,2
266,"RT @pt_rrnacional: EstÃ¡ disponÃ­vel a ediÃ§Ã£o de primavera 2022 do #AgriOutlook, o relatÃ³rio da UE que analisa as tendÃªncias do mercado agroaâ€¦",0,1,2022-04-05 13:33:17+00:00,0
267,RT @jwojc: For those interested in getting to know the current data on the use of the CAP support measure of private storage in pigmeat ðŸ– sâ€¦,0,5,2022-04-05 13:29:12+00:00,2
268,"RT @jwojc: Today the Commission has published the latest short-term outlook report for EU agricultural markets, especially with a view to tâ€¦",0,7,2022-04-05 13:26:38+00:00,2
269,"@Freshfel @FruitvegEUROPE @Eucolait @EDA_Dairy Find all trends and prospects for a EU agri-food production and prices in the Spring 2022 edition of our short-term #AgriOutlook report â¬‡ï¸
https://t.co/BZwYVlPV1N https://t.co/kEa3kaJTpZ",13,7,2022-04-05 13:25:40+00:00,2
270,"@Freshfel @FruitvegEUROPE @Eucolait @EDA_Dairy EU #beef production is expected to decrease in 2022 despite high prices.

This is mainly due to structural adjustments in the beef and dairy sector. #AgriOutlook https://t.co/RYSf2rvogI",4,3,2022-04-05 13:20:11+00:00,2
271,"@Freshfel @FruitvegEUROPE @Eucolait @EDA_Dairy ðŸ– A strong increase was seen in pigmeat prices in recent weeks, but EU production is expected to decrease significantly due to high feed and energy prices.

ðŸ— Poultry production is expected to increase ",1,2,2022-04-05 13:19:01+00:00,2
272,"@Freshfel @FruitvegEUROPE #Milk deliveries fell by 0.3% in 2021, the first decrease since 2009.

Rising inflation &amp; input costs will put pressure on consumer prices for #dairy products.

While cheese &amp; butter consumption may increase, use of milk ",7,2,2022-04-05 13:17:11+00:00,0
273,"ðŸŽ EU #apple production remains high, at close to 12 million tonnes.

ðŸŠ Total #orange production is expected to grow by 4.4% to reach 6.6 million tonnes.

The positive consumption effect on apples caused by the pandemic has now faded away. #AgriOutlook https://t.co/d6tm6YmG84",8,4,2022-04-05 13:14:04+00:00,2
274,"EU #wine consumption is expected to recover in 2021/22, with a 5% increase year on year.

ðŸ“ˆ Due to strong demand in the US, EU wine exports are expected to increase by 6% to reach a record 34 million hectolitres. #AgriOutlook https://t.co/EU4onSo5hZ",4,3,2022-04-05 13:11:24+00:00,2
275,"EU #OliveOil production could reach 2.3 million tonnes in 2022/23, growing 10% year on year.

Greater demand could see consumption increase by 7%, while rising prices may result in a 3% decline in exports. #AgriOutlook https://t.co/KARjFbGZhl",4,3,2022-04-05 13:08:56+00:00,2
276,"Oilseed prices have skyrocketed since the beginning of Russiaâ€™s invasion of Ukraine, with #rapeseed and #sunflower seed prices reaching â‚¬1,000 per tonne.

Despite this, EU production is not a concern, and is estimated to grow by 6.5% to reach 30.2 million tonnes. #AgriOutlook https://t.co/nEuYH3Go5i",10,6,2022-04-05 12:59:10+00:00,2
277,"EU cereal exports are expected to increase by 14% for 2021/22, largely driven by an additional 5.6 million tonnes of soft #wheat.

Net exports of cereals could increase by 40% to 41.4 million tonnes in 2022/23. #AgriOutlook",3,1,2022-04-05 12:54:16+00:00,2
278,"EU cereal production is expected to reach 297.7 million for the 2022 harvest, +4.3% compared to last year.

Reduced demand for feed and reduced use of #cereals in biofuel will soften the market impact of a lack of grain exports from Ukraine. #AgriOutlook",8,7,2022-04-05 12:53:23+00:00,2
279,"Proposed measures to bolster crop production will allow farmers to increase sowing areas for maize, sunflowers &amp; protein crops.

As a result, the 2022 harvest for cereals &amp; oilseeds could be very strong if normal weather conditions prevail. #AgriOutlook #FoodSecurity https://t.co/4n5HsCfikx",7,4,2022-04-05 12:48:39+00:00,2
280,"The Russian invasion of Ukraine has significantly disturbed global agri-food, energy &amp; fertiliser markets.

While the EU is largely self-sufficient for food, some concerns exist around affordability due to high prices &amp; inflation.

ðŸ‡ªðŸ‡º #AgriOutlook report: https://t.co/Wde619lZUM https://t.co/54q7TQVgqc",31,18,2022-04-05 12:45:54+00:00,2
281,RT @OrganicsEurope: The application period for the 1st edition of the #EUOrganic Awards ðŸ† has been launched! If you are an ðŸ‡ªðŸ‡º #organic farmâ€¦,0,10,2022-04-05 10:24:26+00:00,2
282,"RT @EU_ENV: Understanding and managing the impact on biodiversity is crucial to #MakeNatureCount ðŸŒ±

Join the â€œPractical Guide on Biodiversiâ€¦",0,43,2022-04-04 16:28:10+00:00,2
283,"RT @Food_EU: #JustPublished !

Our #FoodWasteEU Newsletter, including:

ðŸ fresh EU data released by the International Food Waste Coalitionâ€¦",0,10,2022-04-04 11:50:50+00:00,2
284,"RT @jwojc: .. in  light  of  the  Russian  invasion  of  Ukraine, MS  are  urged  to  also  consider  interventions  that  will  help  reduâ€¦",0,7,2022-04-04 10:20:02+00:00,0
285,"RT @EUgreenresearch: We received4âƒ£0âƒ£proposals by the #MissionSoil call deadline!

Evaluations are set to begin with 12 projects expected toâ€¦",0,24,2022-04-04 10:04:47+00:00,2
286,"RT @EIPAGRI_SP: 1ï¸âƒ£ more week to apply to the #EIPagri workshop 'Conversion to #organicfarming'!
ðŸ‘‰ All about sharing knowledge, experienceâ€¦",0,26,2022-04-04 09:32:26+00:00,2
287,"RT @EU_HaDEA: New call for proposals!

#HaDEA has launched a call on the development of non-aversive stunning methods for pigs

ðŸ—“ï¸ Deadlineâ€¦",0,5,2022-04-04 08:43:42+00:00,2
288,"The EU filed for 18 Geographical Indications to be protected in non-EU countries under the Geneva Act, a multilateral treaty managed by @WIPO ðŸ‡ªðŸ‡ºðŸŒ

More information â¬‡ï¸ #EUQuality https://t.co/bGTL5Vy4cG",19,9,2022-04-04 08:19:56+00:00,2
289,"@journalismfest @reterurale ðŸ‡®ðŸ‡¹ðŸ‡ªðŸ‡º Il 6 Aprile @EUAgri sarÃ  al @journalismfest per discutere di comunicazione  e agricoltura con @reterurale.

Registrati per partecipare in persona â†“
https://t.co/jfBP9mRLu3

O segui il livestreaming â†“
https",3,3,2022-04-04 08:11:30+00:00,0
290,"ðŸ‡®ðŸ‡¹ðŸ‡ªðŸ‡º This week we'll be at @journalismfest to discuss communication &amp; agriculture with @reterurale.

ðŸ“† 6 April, 15:00-16:00

Register to come in person: https://t.co/jfBP9mSjjB

Livestreaming: https://t.co/pO7tbE99Vr

#ijf22 https://t.co/ey0djCLVIM",10,3,2022-04-04 08:07:03+00:00,0
291,"RT @EUAgri: Are you a EU based journalist covering agriculture?

Join our press trip to Brittany, France!

To apply:
1âƒ£ Create a profile onâ€¦",0,6,2022-04-04 07:42:36+00:00,0
292,"RT @jwojc: Today (19.00 - 21.30) I will hold a structured dialogue with @EP_Agriculture MEP.
The Commission Communication on safeguarding fâ€¦",0,8,2022-04-04 07:36:43+00:00,0
293,"RT @Food_EU: What is #BirdFlu? 
Is is dangerous for humans?
Is there an authorised vaccine?

We've created a handy Q&amp;A on the most pressingâ€¦",0,16,2022-04-04 07:36:38+00:00,0
294,"RT @pt_rrnacional: ðŸ“… Marque na sua Agenda

Para os prÃ³ximos dias 15 e 16 de junho, por iniciativa da ComissÃ£o Europeia, estÃ¡ agendada a reaâ€¦",0,2,2022-04-02 08:54:07+00:00,0
295,"Are you a EU based journalist covering agriculture?

Join our press trip to Brittany, France!

To apply:
1âƒ£ Create a profile on https://t.co/Ck1ZkcwkhN
2âƒ£ Email us by 5 April
All info â†“
https://t.co/Nrz9k4XomK https://t.co/ccQa2F8RSG",11,6,2022-04-02 07:00:01+00:00,0
296,RT @MiriamGarciaFr: A summary of the observation letters on the 19 proposed #CAP strategic plans ðŸ‘‡,0,2,2022-04-01 17:40:38+00:00,0
297,"The letters will be published at a later date, to give Member States the time to address the Commission's observations.
https://t.co/M421McYm7O",1,3,2022-04-01 17:39:34+00:00,0
298,"The letters were addressed to the first 19 Member States to submit their draft #CAPPlans: Austria, Croatia, Cyprus, Denmark, Estonia, Finland, France, Greece, Hungary, Ireland, Italy, Lithuania, Malta, Netherlands, Poland, Portugal, Slovenia, Spain and Sweden.

#NewCAP",3,4,2022-04-01 17:23:11+00:00,0
299,"On 31 March, the Commission sent observation letters to 19 Member States on their proposed #CAP strategic plans.

On our website, an overview of the content of the letters, summarising key elements of the 19 proposed #CAPplans &amp; observations.
âž¡ï¸https://t.co/uleR6Xvja3

#NewCAP https://t.co/NE7z9wjMkE",36,30,2022-04-01 17:10:45+00:00,0
300,RT @_CEJA_: Last call for EU #famers to participate in this #agrierasmus experience. https://t.co/mPGU3uygCO,0,9,2022-04-01 15:41:51+00:00,0
301,"This decision confirms that EU decoupled direct support to farmers under the #CAP is not specific and not actionable, and therefore no countervailing duties can be imposed under WTO rules â¬‡ï¸ @EUmissionWTO https://t.co/tQi7Jd1Dod",7,7,2022-04-01 15:40:47+00:00,2
302,RT @rupertschlegelm: Not an April foolâ€™s day joke. #Canada realised (almost completely) that that the EUâ€˜s agricultural policy does not disâ€¦,0,3,2022-04-01 15:21:58+00:00,1
303,"RT @ENRD_CP: ðŸ“©Check your inbox! Your invitation to the 22nd #NRNMeeting is in ðŸ‘

@ENRD_CP &amp; the Austrian NRN are co-hosting this event on 5â€¦",0,7,2022-04-01 14:21:09+00:00,0
304,"RT @EUmissionWTO: The ðŸ‡ªðŸ‡º welcomes this important agreement @WTO this morning.

Why?

âž¡ï¸ This decision will help to address continued 'underâ€¦",0,9,2022-04-01 13:42:22+00:00,0
305,RT @jwojc: You can read my letter addressed to the 19 Member States who submitted their #NewCAP Strategic Plans in timeðŸ‘‡ https://t.co/XJEwcâ€¦,0,6,2022-04-01 12:43:28+00:00,0
306,"RT @lultimoalbero: ðŸ¤ŽðŸ‡ªðŸ‡º EUROPEAN SOIL DATA CENTREðŸ‡ªðŸ‡ºðŸ¤Ž

Anything you need to know about soil in Europe and beyond at your fingertips!

https:/â€¦",0,21,2022-04-01 12:31:14+00:00,0
307,"Most seasonal workers in the EU work in agriculture.

Learn more about their rights
â†’ https://t.co/4A3xdmyPeG

ðŸ‘©ðŸ¼â€ðŸŒ¾ðŸ‘¨ðŸ¿â€ðŸŒ¾ðŸ‘¨ðŸ»â€ðŸŒ¾ðŸ‘©ðŸ»â€ðŸŒ¾ðŸ‘©ðŸ½â€ðŸŒ¾ #Rights4AllSeasons https://t.co/yfJCoGB2Qw",4,2,2022-04-01 09:24:11+00:00,0
308,"Hiring #SeasonalWorkers for your farm or agri-food business?

Advertise the vacancy on EURES! â¬‡ï¸ https://t.co/dToB156URR",5,4,2022-04-01 09:22:33+00:00,0
309,"RT @ENRD_CP: ðŸ“¢Our March Newsletter is out! Read it and discover:

ðŸ‘©â€ðŸŒ¾ The project of the month: Six jobs created by young Hungarian farmerâ€¦",0,9,2022-04-01 08:42:45+00:00,0
310,"RT @Food_EU: #EU4AnimalWelfare:

We asked.
You answered.

âž¡ For instance: 95% of respondents favour introducing maximum journey times durinâ€¦",0,11,2022-04-01 08:40:25+00:00,0
311,"RT @jwojc: I urge Member States to take on board the EC observations. 

Recent weeks have reinforced the need to achieve sustainable #FoodSâ€¦",0,4,2022-04-01 07:16:41+00:00,2
312,"RT @jwojc: Farmers are already planning for 2023. 
It is essential that they have clarity and certainty on how the CAP will support them inâ€¦",0,3,2022-04-01 07:16:33+00:00,2
313,"RT @jwojc: I remain committed to a transparent process and an open dialogue.

The EC intends to publish the letters in the coming weeks, onâ€¦",0,3,2022-04-01 07:16:31+00:00,0
314,"RT @jwojc: This week the EC sent observation letters on proposed #NewCAP Strategic Plans, assessing:
- how MS identified their needs
- theâ€¦",0,13,2022-04-01 07:16:21+00:00,0
315,"RT @Food_EU: We have authorised 4 genetically modified crops for use as food and animal feed. 

All of these #GMOs have gone through a compâ€¦",0,14,2022-03-31 15:12:12+00:00,0
316,A success in agricultural negotiations: the Bali decision on tariff rate quotas management finally covers all WTO members â¬‡ï¸ @Trade_EU https://t.co/vPYK1KSSyJ,9,6,2022-03-31 15:00:21+00:00,2
317,"RT @jwojc: Today, the EC has adopted a proposal to review &amp; strengthen the EU Geographical Indications system.

By protecting the quality aâ€¦",0,9,2022-03-31 14:53:02+00:00,2
318,"RT @EU_CoR: The #NAT Commission meets today. On the agenda:

ðŸ”¹ Rural Policy
ðŸ”¹ CAP implementation at regional level
ðŸ”¹ EU agricultural marketâ€¦",0,7,2022-03-31 14:52:07+00:00,2
319,RT @spiritsEUROPE: Great video that should be spread widely to tell consumers what is the meaning of the logos they find on their favouriteâ€¦,0,1,2022-03-31 14:11:41+00:00,2
320,"RT @EU_IPO: Today, the College of Commissionerâ€™s adopted the proposal for the Regulation on EU geographical indications for wine, spirit drâ€¦",0,6,2022-03-31 13:56:16+00:00,2
321,"RT @EKvSloveniji: ðŸ˜‹Geografske oznaÄbe predstavljajo bogastvo in raznolikost naÅ¡e ðŸ‡ªðŸ‡º kulinariÄne dediÅ¡Äine. 

Z ðŸ†•ukrepi bomo poveÄali njihovâ€¦",0,1,2022-03-31 13:40:29+00:00,0
322,"RT @ENRD_CP: ðŸ“£Join the Rural Pact community! https://t.co/Vopc0TNIWA
ðŸ‘‰Sign up today and help shape the Rural Pact to act on the needs and aâ€¦",0,9,2022-03-31 12:53:48+00:00,0
323,"RT @ComissioEuropea: La @EU_Commission adopta avui una proposta de revisiÃ³ del sistema d'indicacions geogrÃ fiques de la UE que inclou:
ðŸ“‹Regâ€¦",0,6,2022-03-31 12:47:34+00:00,0
324,"RT @ComisionEuropea: â“Â¿SabÃ­as que mÃ¡s de 3 000 productos en toda la UE estÃ¡n registrados como Indicaciones GeogrÃ¡ficas?

 Esto significa quâ€¦",0,4,2022-03-31 12:42:53+00:00,0
325,"RT @ComisionEuropea: La @EU_Commission adopta hoy su propuesta de revisiÃ³n del sistema de indicaciones geogrÃ¡ficas de la UE que incluye:
ðŸ“‹Râ€¦",0,13,2022-03-31 12:37:57+00:00,0
326,"RT @JRodesch: the EU Commission has adopted today a proposal for an improvement on Geographic Indications for wine, spirits drinks and agriâ€¦",0,1,2022-03-31 11:14:34+00:00,2
327,"RT @EU_Commission: Ukraine will get our help to restore its environment after the destruction brought about by the Russian invasion.

Todayâ€¦",0,185,2022-03-31 11:03:42+00:00,2
328,"What's the difference between PGI and PDO?

ðŸ”´ Protected Designation of Origin= product 100% made in a given region, all ingredients come from there.

ðŸ”µ Protected Geographical Indication= product is made in a given region, some ingredients may come from elsewhere.

#EUQuality https://t.co/YcVcoGyyYg",19,7,2022-03-31 10:43:37+00:00,0
329,"Registering a product as Geographical Indication guarantees better returns to producers!

The sales value of a product protected by EU Geographical Indication is on average double than that for similar products without a #EUQuality certification.

Study: https://t.co/uZTH7nqcrT https://t.co/Ygbp0CBxn5",11,1,2022-03-31 10:36:58+00:00,0
330,"More than 3k products all over the EU are registered as Geographical Indications.

This means
ðŸ”¹ they can only be produced in a given region,
ðŸ”¹ using a specific process,
ðŸ”¹ and their name is legally protected from imitation,
guaranteeing clear info to consumers. #EUQuality https://t.co/jjzU8ZGVnW",12,4,2022-03-31 10:35:29+00:00,2
331,"Today the Commission adopted its proposal to review the EU Geographical Indications system.

What's in it?
ðŸ“‹ Faster registration,
ðŸ’» better online protection,
ðŸŒ± possibility to include sustainability clauses,
ðŸ‘©â€ðŸŒ¾ empowering GI producersâ€™ groups. #EUQuality",61,32,2022-03-31 10:30:12+00:00,2
332,RT @EU_Taxud: Crucial EU rules on prohibitions &amp; restrictions are scattered across 3âƒ£5âƒ£0âƒ£ pieces of legislation ranging from human health pâ€¦,0,16,2022-03-31 10:24:24+00:00,0
333,"In the EU, not all land is owned by the farmer working it.

Many farmers rent their land.

How much does it cost? â¬‡ï¸ https://t.co/lVqs7FyBtn",18,12,2022-03-31 09:06:11+00:00,2
334,"RT @spiritsEUROPE: @EUAgri published 2021 statistics on EU agri-food trade
ðŸ¥ƒspirits are in the top 5âƒ£  of agri-food exports
ðŸ¸Exports increaâ€¦",0,5,2022-03-31 09:03:52+00:00,0
335,"Did you apply to participate in the EU Organic Awards?

Tweet a photo of your farm, restaurant, business or project with the hashtag #EUOrganic + tag @EUAgri to be retweeted!

@OrganicsEurope @EU_CoR @COPACOGECA https://t.co/FWNutdmzyW",4,7,2022-03-31 08:50:19+00:00,0
336,RT @AlistairPrior: A fantastic opportunity for you to inspire and be inspired  as we come together to mould the future of our rural areasâ€¦,0,3,2022-03-31 08:21:13+00:00,2
337,"RT @xarxaforestal: Necesario recuperar una gestiÃ³n activa del paisaje agroforestal.
#RuralPact
Por un entorno rural vivo, activo y desarrolâ€¦",0,2,2022-03-31 08:13:56+00:00,0
338,RT @MkM_UE: Ã€ vos agendas ! La confÃ©rence sur le pacte rural se tiendra les 15-16 juin prochains Ã  Bruxelles. La vision Ã  long terme pour lâ€¦,0,1,2022-03-31 08:13:39+00:00,
339,"RT @alex_rouby: Save the date! At the #RuralPact conference, we will shape the future of this Pact together. A real opportunity to meet inâ€¦",0,1,2022-03-31 08:13:33+00:00,0
